combinations,questions,avg_rating,quest_comb_id,model
"(30, 14, 1)",Why have you scored yourself so low in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,151,0
"(30, 14, 2)",Why have you scored yourself so low in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,1,152,0
"(30, 14, 3)",Why have you scored yourself so low in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,1,153,0
"(30, 14, 4)",Why have you scored yourself so low in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,1,154,0
"(30, 14, 5)",Why have you scored yourself so low in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,0,155,0
"(30, 15, 0)",Why have you scored yourself so low in this coping?; Is there anyone else we need to talk to about this problem?; What ideas have you got on how to improve your wellbeing in hopeful?,2,156,0
"(30, 15, 1)",Why have you scored yourself so low in this coping?; Is there anyone else we need to talk to about this problem?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,157,0
"(30, 15, 2)",Why have you scored yourself so low in this coping?; Is there anyone else we need to talk to about this problem?; Is there anyone else we need to talk to about this problem?,3,158,0
"(30, 15, 3)",Why have you scored yourself so low in this coping?; Is there anyone else we need to talk to about this problem?; What is the main threat to your wellbeing in hopeful?,2,159,0
"(30, 15, 4)",Why have you scored yourself so low in this coping?; Is there anyone else we need to talk to about this problem?; Why have you scored yourself so low in this hopeful?,0,160,0
"(30, 15, 5)",Why have you scored yourself so low in this coping?; Is there anyone else we need to talk to about this problem?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,3,161,0
"(30, 16, 0)",Why have you scored yourself so low in this coping?; What is the main threat to your wellbeing in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,0,162,0
"(30, 16, 1)",Why have you scored yourself so low in this coping?; What is the main threat to your wellbeing in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,163,0
"(30, 16, 2)",Why have you scored yourself so low in this coping?; What is the main threat to your wellbeing in happy?; Is there anyone else we need to talk to about this problem?,4,164,0
"(30, 16, 3)",Why have you scored yourself so low in this coping?; What is the main threat to your wellbeing in happy?; What is the main threat to your wellbeing in hopeful?,1,165,0
"(30, 16, 4)",Why have you scored yourself so low in this coping?; What is the main threat to your wellbeing in happy?; Why have you scored yourself so low in this hopeful?,2,166,0
"(30, 16, 5)",Why have you scored yourself so low in this coping?; What is the main threat to your wellbeing in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,3,167,0
"(30, 17, 0)",Why have you scored yourself so low in this coping?; Why have you scored yourself so low in this happy?; What ideas have you got on how to improve your wellbeing in hopeful?,4,168,0
"(30, 17, 1)",Why have you scored yourself so low in this coping?; Why have you scored yourself so low in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,169,0
"(30, 17, 2)",Why have you scored yourself so low in this coping?; Why have you scored yourself so low in this happy?; Is there anyone else we need to talk to about this problem?,4,170,0
"(30, 17, 3)",Why have you scored yourself so low in this coping?; Why have you scored yourself so low in this happy?; What is the main threat to your wellbeing in hopeful?,4,171,0
"(30, 17, 4)",Why have you scored yourself so low in this coping?; Why have you scored yourself so low in this happy?; Why have you scored yourself so low in this hopeful?,3,172,0
"(30, 17, 5)",Why have you scored yourself so low in this coping?; Why have you scored yourself so low in this happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,2,173,0
"(30, 18, 0)",Why have you scored yourself so low in this coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; What ideas have you got on how to improve your wellbeing in hopeful?,1,174,0
"(30, 18, 1)",Why have you scored yourself so low in this coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,175,0
"(30, 18, 2)",Why have you scored yourself so low in this coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; Is there anyone else we need to talk to about this problem?,3,176,0
